date,artificial intelligence,crime,education,elections,entertainment,environment,finance,health,immigration,international relations,pandemics,politics,protests,science,sports,technology,videogames,war,users,new_users,num_likes,num_posts,num_images,num_follows,num_blocks
2023-08-20,,,,,,hurricane hilary makes landfall in southern california causing widespread flooding and thousands of power outages making it the first major tropical storm to impact the region and the first to strike california since,,,,,,guatemalan presidential election after two rounds of voting bernardo arévalo of semilla is elected with of the vote,,,fifa womens world cup spain win against england in the final of the tournament,,,,669281.6666666667,11752.333333333372,1829230,498662,101352,627361,21095
2023-08-21,,,,,,,,,,,,,,,,,nintendo announced that charles martinet will be stepping back from recording voices for mario and other characters,,681034.0,11752.333333333256,1834500,515589,94565,575896,19937
2023-08-22,,,,,,,,,,,,former prime minister thaksin shinawatra returns to thailand after years of political exile,,,,,,,692786.3333333334,11752.333333333372,1869629,527377,94652,531300,17074
2023-08-23,,,,zimbabwean general election,,,,,,,,,,,,,the gamescom convention took place at the koelnmesse in cologne germany,,704538.6666666667,11752.333333333372,1905573,530156,96468,494983,17301
2023-08-24,,,,,,,,,,,,,,,us senior womens open golf international winner trish johnson,,,,716291.0,11752.333333333256,1910328,513892,97642,537223,16028
2023-08-25,,,,,,,,,,,,,,,fiba basketball world cup basketball international winner germany,,,,730417.6470588235,14126.647058823495,2055929,535886,103590,515276,18190
2023-08-26,,jacksonville shooting a man killed three people before committing suicide at a dollar general store in jacksonville florida the motive is believed to be racial hatred,,gabonese general election,,,,,,,,,,,,,,,744544.2941176471,14126.647058823612,1768091,471441,99115,450866,14622
2023-08-27,,,,,,,,,,,,,,,dutch grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,758670.9411764706,14126.647058823495,1745433,471651,94531,416712,18996
2023-08-28,,,,,,,,,,,,,,,us open tennis international winner men novak djokovicwomen coco gauff,,,,772797.5882352941,14126.647058823495,1844627,508422,94216,428743,19160
2023-08-29,,,,,,,,,,,,,,,,,,,786924.2352941176,14126.647058823495,1906396,536485,95893,472067,19969
2023-08-30,,,,following the announcement of incumbent president ali bongo ondimbas reelection as president of gabon after the presidential election the military launches a successful coup détat and creates the committee for the transition and restoration of institutions to govern the country ending the rule of the bongo family after years in power,,hurricane idalia makes landfall at am edt with mph winds near keaton beach florida it is the first major hurricane on record to impact the big bend of florida,,,,,,,,,asia cup cricket continental winner india,autonomous drones win first races against human champions of fpv drone racing,,,801050.8823529412,14126.647058823612,1931500,548329,97253,497411,13976
2023-08-31,,proud boys leader joe biggs is sentenced to years in federal prison for his actions in the january united states capitol attack johannesburg building fire people are killed and more than are injured in a fire in a building that had been taken over by gangs who rented it out to squatters,,,,as part of its restructuring embracer group shuttered volition,,,,,,,,researchers report based on genetic studies that a human ancestor population bottleneck from a possible to individuals occurred around and years ago lasted for about years and brought human ancestors close to extinction,,,,,815177.5294117647,14126.647058823495,1864787,530933,95582,512635,55884
2023-09-01,,two more proud boys leader ethan nordean and member dominic pezzola are sentenced to and years respectively for their actions in the january capitol attack,,singaporean presidential election singaporean presidential election singaporean presidential election economist and former deputy prime minister tharman shanmugaratnam is elected president with a vote share of over,nintendo of america hosted nintendo live an inperson event that was introduced in japan back in in seattle,,,,,,,,,,,,,,829304.1764705882,14126.647058823495,1923462,556150,103719,497392,55511
2023-09-02,,,,,,,,,,,,,astrophysicists question the overall current view of the universe in the form of the standard model of cosmology based on the latest james webb space telescope studies,,,the indian space research organisation isro successfully launches adityal indias first solar observation mission,,,843430.8235294118,14126.647058823612,1734123,470718,97686,435275,21870
2023-09-03,,,,,,,,,,,,,,,italian grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,857557.4705882353,14126.647058823495,1771078,451683,97439,432037,137566
2023-09-04,,,,,,,,,,,,,,,world aquatics junior swimming championships swimming international winner united states,,,,871684.1176470588,14126.647058823495,1820295,468884,97831,453157,23409
2023-09-05,,,,,,,,,,,,,,astronomers identify a vast bubblelike structure known as hooleilana in the distribution of relatively nearby galaxies estimated at billion lightyears in diameter and described as the first observation of an individual baryon acoustic oscillation,,,,,885810.7647058824,14126.647058823612,1847155,499040,97246,465184,46506
2023-09-06,,,,,,,,,,,,,,geologists report the discovery of what may be the largest known deposit of lithium located in the crater of a dormant volcano along the nevadaoregon border and estimated to contain to million tonnes of the metal,,,,,899937.4117647059,14126.647058823495,1823889,510177,98235,445510,136226
2023-09-07,,,,,,the esa announced that there would be no e in,,,,,,,,,nfl season american football domestic winner unknown,,,,914064.0588235294,14126.647058823495,1881288,516563,98011,470860,86318
2023-09-08,,,,,,flooding occurs in guangdong and fujian province in southern china after typhon haikui makes landfall over the region rainfall in shenzhen reaches record levels the heaviest since meteorological records began in the city marrakeshsafi earthquake a magnitude earthquake strikes marrakeshsafi province in western morocco killing at least people and damaging historic buildings,,,,spain has become more reliant on russian natural gas according to government data russias market share of total imports increased to percent in july surpassing algeria as spains second largest gas supplier,,,,,october the rugby world cup is held in france and is won by south africa who beat new zealand in the final at the stade de france claiming a record fourth rugby world cup title south american artistic gymnastics championships artistic gymnastics continental winner brazil,gotion hightech co announced plans to set up a billion electric vehicle ev lithium battery manufacturing plant in illinois,,,928190.705882353,14126.647058823612,1941484,542223,106632,525069,380614
2023-09-09,,,,maldivian presidential election,,,,,,at the th g summit in new delhi the african union is announced as the st permanent member of the g,,,,,under intercontinental cup association football international winner boca juniors coco gauff wins the womens singles in the us open making her the first teenager to win the title since serena williams in,,,,942317.3529411765,14126.647058823495,1810044,492059,103834,484311,177341
